Id	GTEX-1122O	GTEX-11EM3	GTEX-11EMC	GTEX-11EQ9	GTEX-11I78	GTEX-11P7K	GTEX-11TT1	GTEX-11VI4	GTEX-11ZTT	GTEX-1211K	GTEX-1212Z	GTEX-12696	GTEX-RWS6	GTEX-S4Q7	GTEX-S7SF	GTEX-S95S	GTEX-SIU7	GTEX-SN8G	GTEX-SNOS	GTEX-SSA3	GTEX-SUCS	GTEX-T5JC	GTEX-T5JW	GTEX-T6MN	GTEX-T6MO	GTEX-TKQ1	GTEX-TKQ2	GTEX-TML8	GTEX-TMZS	GTEX-U3ZG	GTEX-U3ZH	GTEX-U3ZM	GTEX-U3ZN	GTEX-UPJH	GTEX-UPK5	GTEX-V1D1	GTEX-V955	GTEX-VJYA	GTEX-VUSG	GTEX-VUSH	GTEX-W5WG	GTEX-W5X1	GTEX-WCDI	GTEX-WEY5	GTEX-WFG7	GTEX-WFG8	GTEX-WFJO	GTEX-WFON	GTEX-WH7G	GTEX-WHPG	GTEX-WHSB	GTEX-WOFM	GTEX-WRHK	GTEX-WXYG	GTEX-WZTO	GTEX-X15G	GTEX-X3Y1	GTEX-X4EP	GTEX-X4LF	GTEX-X585	GTEX-X5EB	GTEX-X638	GTEX-X88G	GTEX-XBED	GTEX-XBEW	GTEX-XGQ4	GTEX-XLM4	GTEX-XMK1	GTEX-XPT6	GTEX-XQ3S	GTEX-XUJ4	GTEX-XUYS	GTEX-XXEK	GTEX-XYKS	GTEX-Y114	GTEX-Y3IK	GTEX-Y5LM	GTEX-Y5V5	GTEX-Y5V6	GTEX-Y8DK	GTEX-Y8E4	GTEX-Y8E5	GTEX-Y8LW	GTEX-Y9LG	GTEX-YB5E	GTEX-YB5K	GTEX-YEC3	GTEX-YEC4	GTEX-YFCO	GTEX-ZC5H	GTEX-ZDTS	GTEX-ZF3C	GTEX-ZG7Y	GTEX-ZLV1	GTEX-ZLWG	GTEX-ZP4G	GTEX-ZPCL	GTEX-ZPIC	GTEX-ZPU1	GTEX-ZQG8	GTEX-ZQUD	GTEX-ZT9W	GTEX-ZT9X	GTEX-ZTPG	GTEX-ZTSS	GTEX-ZTTD	GTEX-ZTX8	GTEX-ZUA1	GTEX-ZV6S	GTEX-ZV7C	GTEX-ZVT2	GTEX-ZVTK	GTEX-ZVZP	GTEX-ZXES
ENSG00000177663.9	-0.120170828099355	-0.905468215149992	1.62413112667095	1.0842344300009	-0.8109553641377	-2.11088021938801	-1.94169600161785	-1.30673023060499	0.562297937286431	-0.208571695014205	0.614128472340675	1.30673023060499	0.208571695014205	0.164210777079331	-1.04580261431236	-0.667664420705464	-0.536946821289634	-0.0982432620682955	1.04580261431236	1.54751491633472	-0.781033811522709	-0.487241842221569	-0.054518914848101	-0.973238495229513	0.973238495229513	0.0763628372999465	0.054518914848101	-0.298636527929015	0.0327009786272294	2.11088021938801	-1.35973738393861	0.120170828099354	-1.62413112667095	0.414837494542377	1.81473126819737	-0.344547230995852	-1.21050035006428	-1.54751491633472	0.2533471031358	1.21050035006428	-1.71167530650973	0.709102503409024	2.37832893336567	0.751795725375043	0.438712918596108	0.588015723303817	-0.0763628372999463	-0.0327009786272293	0.667664420705464	0.487241842221569	-0.751795725375043	0.462841111101068	-0.562297937286431	1.41686726396468	0.709102503409024	-0.614128472340675	1.71167530650973	-0.367771692256323	-0.2533471031358	0.142156334137335	-0.841621233572914	-0.588015723303816	1.35973738393861	-0.164210777079331	0.511936213871329	0.905468215149993	1.94169600161785	-0.27592106310796	-1.12433823156864	0.0982432620682955	1.47903696807313	-0.230901527086056	0.87309977661884	-0.87309977661884	1.00885646145564	-1.00885646145564	-1.0842344300009	0.640666889919105	-0.938814316876903	-0.723186653500953	0.186345392110644	-0.142156334137335	1.25716014400141	0.356135449538567	0.321507160267717	0.298636527929015	-2.37832893336567	0.938814316876903	-0.640666889919105	1.16633689696683	1.12433823156864	-0.391196258189472	0.356135449538567	0.841621233572914	0.230901527086056	-0.414837494542377	-0.186345392110644	0.8109553641377	-1.25716014400141	0.781033811522709	-0.438712918596108	-0.321507160267717	-1.16633689696683	0.391196258189472	-0.511936213871329	-0.462841111101068	-0.695157630229606	-1.41686726396468	-1.81473126819737	0.27592106310796	0.536946821289634	-1.47903696807313	0.0108985995538832	-0.0108985995538832
ENSG00000069998.8	-1.35973738393861	0.640666889919105	-1.00885646145564	-0.438712918596108	-0.8109553641377	0.0108985995538832	0.298636527929015	1.04580261431236	-0.321507160267717	1.41686726396468	0.27592106310796	0.667664420705464	-1.62413112667095	1.16633689696683	-0.0763628372999463	-0.208571695014205	-1.71167530650973	1.62413112667095	1.54751491633472	-0.0108985995538832	0.186345392110644	1.00885646145564	0.054518914848101	-0.695157630229606	-0.344547230995852	-0.667664420705464	-0.751795725375043	-0.536946821289634	1.81473126819737	-0.588015723303816	-0.905468215149992	-1.0842344300009	0.462841111101068	0.8109553641377	0.208571695014205	0.562297937286431	1.21050035006428	-0.2533471031358	-0.0327009786272293	-0.0982432620682955	-1.81473126819737	0.781033811522709	0.588015723303817	-0.27592106310796	-1.04580261431236	-1.21050035006428	-0.938814316876903	-0.054518914848101	-2.11088021938801	0.511936213871329	0.0327009786272294	-0.841621233572914	-0.186345392110644	1.0842344300009	0.905468215149993	0.242109067713501	0.391196258189472	0.438712918596108	1.94169600161785	-1.54751491633472	0.723186653500953	-1.25716014400141	1.35973738393861	1.30673023060499	0.487241842221569	0.0763628372999465	-0.640666889919105	2.37832893336567	-0.164210777079331	0.0982432620682955	-0.723186653500953	-0.511936213871329	0.142156334137335	-1.12433823156864	-1.47903696807313	-0.614128472340675	-1.94169600161785	-1.16633689696683	-0.487241842221569	-0.298636527929015	-0.367771692256323	-2.37832893336567	0.120170828099354	2.11088021938801	-0.973238495229513	-1.30673023060499	1.12433823156864	0.751795725375043	0.164210777079331	0.973238495229513	-1.41686726396468	-0.402988721283555	0.344547230995852	0.367771692256323	-0.120170828099355	0.242109067713501	-0.562297937286431	-0.402988721283555	1.25716014400141	1.47903696807313	0.841621233572914	0.414837494542377	-0.230901527086056	1.71167530650973	0.695157630229606	-0.142156334137335	-0.781033811522709	0.614128472340675	0.536946821289634	0.938814316876903	-0.87309977661884	0.321507160267717	-0.462841111101068	0.87309977661884
ENSG00000093072.11	-0.208571695014205	-1.04580261431236	0.905468215149993	-0.186345392110644	-2.37832893336567	-1.35973738393861	-2.11088021938801	0.562297937286431	1.41686726396468	-0.0108985995538832	0.414837494542377	1.94169600161785	1.47903696807313	-0.344547230995852	1.04580261431236	0.723186653500953	-1.21050035006428	-0.0327009786272293	1.21050035006428	2.37832893336567	0.367771692256323	-1.71167530650973	0.230901527086056	-0.751795725375043	0.344547230995852	0.751795725375043	-0.8109553641377	1.54751491633472	-0.321507160267717	-1.41686726396468	-0.511936213871329	1.35973738393861	-1.30673023060499	-0.298636527929015	1.71167530650973	0.8109553641377	0.462841111101068	-1.0842344300009	0.142156334137335	-1.54751491633472	-1.94169600161785	0.487241842221569	2.11088021938801	0.0982432620682955	-0.2533471031358	0.208571695014205	-0.536946821289634	0.695157630229606	0.841621233572914	1.16633689696683	0.87309977661884	0.0327009786272294	-0.27592106310796	-0.438712918596108	1.81473126819737	-0.367771692256323	1.25716014400141	0.781033811522709	-0.973238495229513	0.298636527929015	1.0842344300009	0.0763628372999465	1.62413112667095	0.391196258189472	-0.562297937286431	0.667664420705464	0.536946821289634	1.30673023060499	-0.487241842221569	0.186345392110644	-0.0763628372999463	-0.905468215149992	-0.781033811522709	-1.00885646145564	-1.12433823156864	-0.938814316876903	-0.640666889919105	0.640666889919105	1.00885646145564	0.973238495229513	0.321507160267717	-0.414837494542377	0.614128472340675	0.511936213871329	-0.695157630229606	-0.054518914848101	-0.142156334137335	-0.588015723303816	-0.230901527086056	-1.62413112667095	-1.25716014400141	-0.462841111101068	0.27592106310796	1.12433823156864	-0.391196258189472	0.438712918596108	-0.87309977661884	-0.120170828099355	0.938814316876903	-0.841621233572914	0.164210777079331	-0.614128472340675	0.588015723303817	0.120170828099354	-0.667664420705464	-0.0982432620682955	-1.81473126819737	0.0108985995538832	-0.164210777079331	-0.723186653500953	-1.47903696807313	-1.16633689696683	0.054518914848101	0.2533471031358
ENSG00000099954.14	0.230901527086056	0.8109553641377	-1.54751491633472	-0.208571695014205	0.298636527929015	-0.0763628372999463	0.536946821289634	1.62413112667095	0.27592106310796	0.054518914848101	-0.298636527929015	0.938814316876903	-1.188128954034	1.21050035006428	1.25716014400141	0.614128472340675	-1.94169600161785	1.71167530650973	-0.27592106310796	-1.41686726396468	0.487241842221569	-0.230901527086056	-0.356135449538567	-0.562297937286431	0.0763628372999465	0.0327009786272294	-0.667664420705464	-0.8109553641377	1.04580261431236	-0.414837494542377	-0.973238495229513	0.751795725375043	-0.614128472340675	-0.588015723303816	-0.841621233572914	1.30673023060499	1.41686726396468	-0.438712918596108	-0.321507160267717	0.164210777079331	-2.37832893336567	-0.487241842221569	-1.188128954034	-1.71167530650973	0.142156334137335	0.562297937286431	0.0982432620682955	1.47903696807313	-0.0108985995538832	0.186345392110644	2.11088021938801	0.723186653500953	-1.25716014400141	-0.781033811522709	-1.30673023060499	0.391196258189472	-0.0327009786272293	0.0108985995538832	0.87309977661884	-0.054518914848101	1.12433823156864	-0.695157630229606	-1.62413112667095	-0.922013106655577	0.2533471031358	2.37832893336567	0.667664420705464	-0.462841111101068	-0.723186653500953	0.414837494542377	-1.47903696807313	0.321507160267717	1.35973738393861	-0.536946821289634	-1.81473126819737	-0.511936213871329	-0.922013106655577	-0.391196258189472	1.81473126819737	1.0842344300009	1.00885646145564	0.511936213871329	1.94169600161785	0.438712918596108	1.16633689696683	-1.12433823156864	0.695157630229606	-2.11088021938801	-0.356135449538567	0.781033811522709	-0.120170828099355	-0.87309977661884	0.120170828099354	-0.164210777079331	-0.0982432620682955	1.54751491633472	0.344547230995852	-1.04580261431236	-0.186345392110644	0.208571695014205	-0.142156334137335	-1.0842344300009	0.367771692256323	0.841621233572914	0.640666889919105	-0.751795725375043	-1.00885646145564	0.905468215149993	0.973238495229513	-0.640666889919105	-0.2533471031358	-1.35973738393861	0.462841111101068	0.588015723303817
ENSG00000182902.9	-0.640666889919105	-0.751795725375043	0.438712918596108	1.30673023060499	-0.0982432620682955	0.905468215149993	1.47903696807313	0.208571695014205	1.94169600161785	2.11088021938801	1.0842344300009	1.62413112667095	-0.0327009786272293	-0.298636527929015	0.87309977661884	-0.142156334137335	0.751795725375043	0.723186653500953	0.0108985995538832	-0.614128472340675	-0.120170828099355	-1.00885646145564	0.938814316876903	-0.536946821289634	0.536946821289634	0.0327009786272294	-1.71167530650973	-1.41686726396468	-0.0763628372999463	0.142156334137335	-2.37832893336567	0.841621233572914	-1.54751491633472	0.230901527086056	0.695157630229606	-1.12433823156864	-0.841621233572914	-1.30673023060499	0.391196258189472	1.25716014400141	1.16633689696683	0.973238495229513	-2.11088021938801	0.298636527929015	-0.367771692256323	-0.487241842221569	-0.391196258189472	-0.186345392110644	0.781033811522709	-1.94169600161785	1.12433823156864	-0.562297937286431	-0.438712918596108	0.0763628372999465	0.562297937286431	-1.35973738393861	-0.054518914848101	-0.723186653500953	-0.695157630229606	1.81473126819737	-0.27592106310796	-1.81473126819737	-1.25716014400141	-0.87309977661884	0.414837494542377	-0.462841111101068	1.00885646145564	0.487241842221569	-0.2533471031358	-0.667664420705464	-1.16633689696683	-0.973238495229513	-0.230901527086056	-0.164210777079331	-0.414837494542377	-1.62413112667095	-1.0842344300009	0.120170828099354	0.667664420705464	0.462841111101068	0.8109553641377	-0.588015723303816	0.588015723303817	0.344547230995852	0.164210777079331	0.186345392110644	2.37832893336567	-0.938814316876903	1.54751491633472	1.04580261431236	0.2533471031358	-0.208571695014205	0.321507160267717	0.0982432620682955	0.054518914848101	1.71167530650973	1.21050035006428	0.367771692256323	-1.21050035006428	-0.0108985995538832	-0.781033811522709	0.640666889919105	0.511936213871329	-1.47903696807313	-0.344547230995852	-0.511936213871329	-1.04580261431236	0.614128472340675	-0.8109553641377	-0.321507160267717	1.41686726396468	-0.905468215149992	0.27592106310796	1.35973738393861
ENSG00000131100.8	-0.0108985995538832	-0.667664420705464	-1.188128954034	-0.054518914848101	0.414837494542377	0.938814316876903	1.41686726396468	0.0108985995538832	0.487241842221569	0.0763628372999465	-0.164210777079331	-0.751795725375043	-0.298636527929015	1.62413112667095	0.230901527086056	-0.27592106310796	0.905468215149993	-0.208571695014205	-0.462841111101068	0.462841111101068	-0.905468215149992	-0.614128472340675	0.751795725375043	-0.640666889919105	0.0982432620682955	-0.0982432620682955	0.2533471031358	-1.188128954034	0.640666889919105	0.87309977661884	1.00885646145564	1.71167530650973	1.25716014400141	0.054518914848101	-1.41686726396468	0.841621233572914	0.186345392110644	1.0842344300009	1.81473126819737	-0.356135449538567	-0.0327009786272293	0.562297937286431	-1.00885646145564	0.667664420705464	-1.94169600161785	-0.536946821289634	1.54751491633472	1.16633689696683	0.973238495229513	-0.588015723303816	1.21050035006428	0.379457947855968	-1.04580261431236	-1.12433823156864	-2.11088021938801	-0.402988721283555	-1.71167530650973	-0.87309977661884	-0.938814316876903	-0.402988721283555	-1.47903696807313	-0.321507160267717	-1.62413112667095	-0.438712918596108	-2.37832893336567	0.723186653500953	-1.54751491633472	-0.186345392110644	0.438712918596108	1.30673023060499	-0.8109553641377	0.511936213871329	1.35973738393861	0.614128472340675	-1.30673023060499	1.12433823156864	0.120170828099354	-0.973238495229513	0.536946821289634	1.94169600161785	1.04580261431236	0.142156334137335	-0.2533471031358	-0.511936213871329	0.379457947855968	-1.0842344300009	2.37832893336567	-0.230901527086056	-0.120170828099355	-0.709102503409024	-0.781033811522709	0.588015723303817	-0.487241842221569	-0.356135449538567	0.164210777079331	1.47903696807313	-0.142156334137335	0.321507160267717	-0.0763628372999463	0.8109553641377	-1.81473126819737	0.695157630229606	0.781033811522709	-1.35973738393861	2.11088021938801	0.27592106310796	0.298636527929015	0.344547230995852	-0.562297937286431	-1.25716014400141	-0.841621233572914	0.208571695014205	0.0327009786272294	-0.709102503409024
ENSG00000099968.13	-0.230901527086056	0.054518914848101	-2.11088021938801	-0.27592106310796	0.0982432620682955	-0.841621233572914	-1.30673023060499	0.667664420705464	-2.37832893336567	0.367771692256323	-1.21050035006428	-1.47903696807313	0.208571695014205	2.37832893336567	1.62413112667095	1.35973738393861	-0.186345392110644	1.81473126819737	0.695157630229606	-0.973238495229513	0.562297937286431	1.0842344300009	1.25716014400141	1.71167530650973	0.462841111101068	-0.695157630229606	1.94169600161785	0.230901527086056	1.21050035006428	0.414837494542377	1.54751491633472	1.41686726396468	0.723186653500953	0.321507160267717	-0.054518914848101	1.12433823156864	1.16633689696683	1.04580261431236	0.751795725375043	-0.549578227567864	0.87309977661884	-0.298636527929015	0.298636527929015	-0.2533471031358	-0.0763628372999463	-0.511936213871329	0.973238495229513	0.841621233572914	-1.94169600161785	0.905468215149993	0.536946821289634	-0.751795725375043	0.588015723303817	-1.25716014400141	-0.723186653500953	0.511936213871329	-1.54751491633472	-0.667664420705464	-0.0982432620682955	-1.81473126819737	-1.0842344300009	-0.462841111101068	-0.87309977661884	0.8109553641377	-0.414837494542377	-0.164210777079331	-0.8109553641377	-1.04580261431236	0.344547230995852	2.11088021938801	-0.905468215149992	1.00885646145564	0.0108985995538832	-1.71167530650973	-1.16633689696683	0.781033811522709	-0.640666889919105	-0.367771692256323	0.186345392110644	1.47903696807313	0.0327009786272294	-0.120170828099355	-0.601020868477005	0.438712918596108	-0.781033811522709	-1.41686726396468	0.938814316876903	-0.208571695014205	0.142156334137335	0.640666889919105	-0.601020868477005	-1.62413112667095	0.391196258189472	-0.438712918596108	-0.0327009786272293	-1.35973738393861	-0.549578227567864	0.2533471031358	0.487241842221569	0.120170828099354	-0.344547230995852	0.164210777079331	-0.142156334137335	0.27592106310796	-0.0108985995538832	-0.321507160267717	-0.391196258189472	0.614128472340675	-1.12433823156864	1.30673023060499	-0.487241842221569	0.0763628372999465	-1.00885646145564	-0.938814316876903
ENSG00000015475.14	0.230901527086056	0.511936213871329	-0.973238495229513	-0.781033811522709	-1.25716014400141	-0.0327009786272293	-0.344547230995852	0.054518914848101	0.414837494542377	-0.27592106310796	-1.47903696807313	-2.37832893336567	-0.462841111101068	-0.87309977661884	-1.0842344300009	0.588015723303817	-0.186345392110644	-0.2533471031358	-1.21050035006428	-1.41686726396468	0.487241842221569	-1.71167530650973	1.35973738393861	1.0842344300009	1.04580261431236	-0.723186653500953	1.94169600161785	0.462841111101068	0.562297937286431	-0.588015723303816	1.71167530650973	1.21050035006428	0.614128472340675	1.00885646145564	-1.62413112667095	0.0982432620682955	0.27592106310796	0.175267350436411	-0.142156334137335	0.0327009786272294	-0.487241842221569	1.41686726396468	-0.695157630229606	0.379457947855968	0.321507160267717	0.667664420705464	0.0108985995538832	1.47903696807313	-0.120170828099355	-0.614128472340675	-1.54751491633472	0.120170828099354	0.2533471031358	-0.0982432620682955	-1.12433823156864	0.536946821289634	-0.321507160267717	-0.751795725375043	0.208571695014205	-0.511936213871329	0.298636527929015	-0.905468215149992	-0.562297937286431	-0.667664420705464	0.781033811522709	-1.94169600161785	-0.640666889919105	-0.841621233572914	1.12433823156864	2.37832893336567	-1.027154272915	1.54751491633472	0.695157630229606	-0.536946821289634	-0.208571695014205	1.62413112667095	0.175267350436411	-0.414837494542377	1.81473126819737	0.905468215149993	-0.298636527929015	-0.0763628372999463	0.142156334137335	-0.391196258189472	1.16633689696683	-0.367771692256323	2.11088021938801	0.344547230995852	0.938814316876903	-0.0108985995538832	1.25716014400141	0.723186653500953	0.973238495229513	-0.164210777079331	0.8109553641377	-0.438712918596108	-1.16633689696683	0.841621233572914	0.379457947855968	-1.30673023060499	0.640666889919105	-1.81473126819737	-2.11088021938801	-0.230901527086056	0.0763628372999465	-0.938814316876903	0.87309977661884	-0.8109553641377	-1.027154272915	0.751795725375043	0.438712918596108	1.30673023060499	-0.054518914848101	-1.35973738393861
ENSG00000243156.3	0.0108985995538832	-0.164210777079331	-0.614128472340675	-0.87309977661884	0.120170828099354	-0.667664420705464	-0.391196258189472	1.25716014400141	0.0763628372999465	0.751795725375043	-0.054518914848101	-2.11088021938801	-0.142156334137335	-1.35973738393861	0.938814316876903	0.142156334137335	-1.41686726396468	-0.27592106310796	0.588015723303817	-1.54751491633472	-0.2533471031358	1.0842344300009	1.30673023060499	0.905468215149993	0.298636527929015	-0.414837494542377	0.695157630229606	0.511936213871329	1.47903696807313	1.41686726396468	0.391196258189472	-1.16633689696683	-0.640666889919105	-1.81473126819737	1.71167530650973	-1.21050035006428	0.781033811522709	0.536946821289634	0.640666889919105	-0.367771692256323	1.94169600161785	-0.841621233572914	-0.723186653500953	-0.0763628372999463	0.2533471031358	1.12433823156864	-0.536946821289634	0.438712918596108	-0.0327009786272293	-0.695157630229606	-0.462841111101068	-0.186345392110644	0.164210777079331	0.208571695014205	1.62413112667095	-0.562297937286431	1.81473126819737	1.54751491633472	0.462841111101068	-1.47903696807313	1.00885646145564	0.841621233572914	0.87309977661884	1.21050035006428	0.723186653500953	-0.298636527929015	2.11088021938801	-2.37832893336567	1.16633689696683	-0.120170828099355	-1.12433823156864	0.27592106310796	-1.62413112667095	-1.25716014400141	0.054518914848101	0.973238495229513	0.667664420705464	-0.751795725375043	0.230901527086056	-1.04580261431236	-0.8109553641377	0.186345392110644	-1.71167530650973	-0.0108985995538832	0.487241842221569	0.356135449538567	0.562297937286431	-0.938814316876903	0.356135449538567	2.37832893336567	-1.0842344300009	0.414837494542377	0.614128472340675	-0.208571695014205	-0.230901527086056	-0.781033811522709	1.35973738393861	-0.588015723303816	-0.344547230995852	-0.973238495229513	-0.321507160267717	-0.0982432620682955	-1.94169600161785	-0.438712918596108	-1.00885646145564	-0.905468215149992	-0.487241842221569	1.04580261431236	0.0327009786272294	-0.511936213871329	0.321507160267717	0.0982432620682955	0.8109553641377	-1.30673023060499
ENSG00000215193.8	-0.367771692256323	-0.27592106310796	-0.438712918596108	1.06482192438885	-0.186345392110644	-1.35973738393861	-2.11088021938801	-1.25716014400141	-0.640666889919105	-0.973238495229513	0.723186653500953	-0.0327009786272293	-0.562297937286431	-1.04580261431236	-1.00885646145564	0.0763628372999465	0.562297937286431	1.06482192438885	-0.142156334137335	-0.462841111101068	-1.62413112667095	0.487241842221569	-0.588015723303816	2.37832893336567	0.344547230995852	-0.487241842221569	0.938814316876903	0.841621233572914	0.298636527929015	0.973238495229513	1.12433823156864	1.30673023060499	-0.164210777079331	0.0327009786272294	-0.391196258189472	-0.21972291581858	1.81473126819737	0.27592106310796	-0.298636527929015	0.414837494542377	1.54751491633472	1.25716014400141	-0.751795725375043	0.142156334137335	0.8109553641377	-0.344547230995852	-0.054518914848101	-0.723186653500953	0.614128472340675	-0.511936213871329	-1.81473126819737	-1.21050035006428	1.00885646145564	0.0108985995538832	0.186345392110644	-0.109200481691432	-0.109200481691432	0.781033811522709	-0.841621233572914	1.47903696807313	-1.12433823156864	1.94169600161785	-0.0763628372999463	0.438712918596108	2.11088021938801	-0.614128472340675	0.87309977661884	-1.16633689696683	-0.0108985995538832	0.230901527086056	0.2533471031358	0.905468215149993	-1.71167530650973	-0.8109553641377	0.511936213871329	0.536946821289634	-0.321507160267717	-0.21972291581858	1.16633689696683	1.21050035006428	-1.0842344300009	1.41686726396468	-0.781033811522709	0.0982432620682955	0.695157630229606	0.751795725375043	-1.47903696807313	0.208571695014205	-0.2533471031358	1.62413112667095	0.391196258189472	0.462841111101068	-1.41686726396468	-1.54751491633472	-1.30673023060499	-2.37832893336567	-0.938814316876903	1.71167530650973	0.588015723303817	-1.94169600161785	0.164210777079331	-0.87309977661884	-0.695157630229606	0.321507160267717	-0.536946821289634	-0.667664420705464	-0.414837494542377	0.054518914848101	0.667664420705464	1.35973738393861	0.367771692256323	0.120170828099354	-0.905468215149992	0.640666889919105
